@relation 'processed-weka.filters.unsupervised.attribute.Remove-R1-28,56-61-weka.filters.unsupervised.attribute.Remove-R17,20-25-weka.filters.unsupervised.attribute.Remove-R3-6,14'

@attribute stress_level_bin {Low,Moderate,High}
@attribute 'daily_screen_time_hours (Normalized)' numeric
@attribute 'social_media_hours (Normalized)' numeric
@attribute 'work_related_hours (Normalized)' numeric
@attribute 'entertainment_hours (Normalized)' numeric
@attribute 'gaming_hours (Normalized)' numeric
@attribute 'sleep_duration_hours (Normalized)' numeric
@attribute 'sleep_quality (Normalized)' numeric
@attribute 'mood_rating (Normalized)' numeric
@attribute 'physical_activity_hours_per_week (Normalized)' numeric
@attribute 'mental_health_score (Normalized)' numeric
@attribute 'weekly_anxiety_score (Normalized)' numeric
@attribute 'mindfulness_minutes_per_day (Normalized)' numeric
@attribute 'uses_wellness_apps (Encoded)' numeric
@attribute 'eats_healthy (Encoded)' numeric

@data
High,0.544444,1,0.868421,0.282051,0.289474,0.333333,0.75,0,0.059322,0.246377,0.714286,0.102703,0,0
Moderate,0.366667,0.595238,0.763158,0.487179,0.552632,0.583333,1,0.6,0.313559,0.507246,0.142857,0.475676,0,1
Moderate,0.533333,0.809524,0.789474,0.25641,0.236842,0.416667,0.5,0.177778,0.161017,0.362319,0.571429,0.367568,0,0
High,0.611111,1,0.815789,0.128205,0.605263,0.611111,0.75,0,0.110169,0.231884,0.52381,0.108108,0,1
Moderate,0.311111,0.690476,0.763158,0.102564,0.210526,0.388889,0.75,0.466667,0.262712,0.492754,0.428571,0.524324,0,1
High,0.544444,1,0.894737,0.564103,0.315789,0.277778,1,0,0.20339,0.478261,0.571429,0.175676,0,0
High,0.433333,1,0.815789,0.384615,0.236842,0.472222,1,0.166667,0.110169,0.478261,0.571429,0.202703,1,0
Moderate,0.355556,0.738095,0.736842,0.358974,0.394737,0.472222,1,0.511111,0.220339,0.57971,0.238095,0.659459,1,0
High,0.488889,1,0.842105,0.487179,0.315789,0.444444,0.75,0.055556,0,0.347826,0.571429,0.07027,0,0
Low,0.222222,0.095238,0.210526,0.641026,0.710526,0.527778,1,1,0.483051,0.782609,0.095238,0.510811,1,1
High,0.522222,1,0.868421,0.128205,0.157895,0.611111,0.75,0,0.211864,0.362319,0.952381,0.110811,0,0
Moderate,0.4,0.666667,0.789474,0.358974,0.315789,0.555556,0.75,0.411111,0.661017,0.681159,0.190476,0.251351,0,1
Moderate,0.644444,0.666667,0.763158,0.487179,0.131579,0.694444,0.5,0.433333,0.084746,0.478261,0.619048,0.413514,0,0
Moderate,0.333333,0.880952,0.789474,0.384615,0.263158,0.611111,0.75,0.433333,0.262712,0.347826,0.333333,0.248649,0,0
Moderate,0.655556,0.595238,0.657895,0.435897,0.473684,0.611111,0.5,0.622222,0.338983,0.724638,0.238095,0.351351,1,1
Moderate,0.277778,0.666667,0.631579,0.358974,0.526316,0.694444,1,0.522222,0.228814,0.507246,0.190476,0.167568,0,0
High,0.811111,1,0.789474,0.384615,0.184211,0.305556,0.5,0,0.127119,0.362319,0.571429,0.172973,0,1
Moderate,0.666667,0.738095,0.815789,0.487179,0.394737,0.388889,0.75,0.355556,0.330508,0.536232,0.428571,0.637838,1,0
Low,0.144444,0.119048,0.157895,0.564103,0.657895,0.777778,0.75,0.955556,0.381356,0.652174,0.047619,0.891892,1,0
Low,0.244444,0.47619,0.605263,0.487179,0.605263,0.361111,0.75,0.811111,0.5,0.637681,0.190476,0.583784,0,0
Low,0.444444,0.452381,0.552632,0.717949,0.526316,0.611111,0.75,0.788889,0.70339,0.73913,0,0.505405,1,1
High,0.5,0.952381,0.815789,0.435897,0.342105,0.5,0.75,0.4,0.669492,0.492754,0.666667,0.232432,1,0
High,0.988889,1,0.868421,0.051282,0.289474,0.277778,0.5,0.111111,0.161017,0.231884,0.619048,0.137838,0,0
High,0.811111,1,0.815789,0.435897,0.394737,0.388889,0.5,0,0,0.188406,0.904762,0.002703,0,0
High,0.8,1,0.842105,0.102564,0.421053,0.666667,0.5,0,0,0.144928,0.619048,0.216216,1,1
High,0.744444,1,0.842105,0.051282,0.105263,0.222222,0.5,0,0.110169,0.26087,0.666667,0.097297,0,0
High,0.611111,1,0.947368,0.153846,0.289474,0.333333,0.25,0,0,0.26087,0.333333,0.116216,0,0
High,0.6,1,0.921053,0.102564,0.236842,0.222222,0.75,0,0,0.173913,0.666667,0.243243,1,0
Moderate,0.433333,0.666667,0.815789,0.512821,0.5,0.5,0.75,0.477778,0.322034,0.666667,0.238095,0.167568,1,0
High,0.788889,1,0.842105,0.358974,0.157895,0.361111,0.5,0,0.033898,0.115942,0.52381,0.1,0,0
Low,0.133333,0.119048,0.184211,0.666667,0.657895,0.666667,1,1,0.415254,0.753623,0.238095,0.410811,1,0
High,0.477778,0.880952,0.842105,0.461538,0.342105,0.472222,0.75,0.255556,0.09322,0.463768,0.666667,0.508108,0,1
Moderate,0.611111,0.833333,0.868421,0.410256,0.342105,0.555556,0.75,0.333333,0.677966,0.637681,0.619048,0.424324,1,1
High,0.488889,0.928571,0.921053,0.564103,0.263158,0.416667,0.75,0.211111,0.161017,0.550725,0.571429,0.443243,0,1
Low,0.222222,0.333333,0.368421,0.615385,0.552632,0.916667,0.75,0.711111,0.652542,0.73913,0.285714,0.745946,1,1
High,0.577778,1,0.815789,0.25641,0.289474,0.611111,0.5,0.066667,0,0.275362,0.809524,0.086486,0,0
High,0.533333,0.880952,0.736842,0.410256,0.368421,0.611111,0.75,0.066667,0.330508,0.318841,0.571429,0.462162,1,1
High,0.6,1,0.894737,0.128205,0.236842,0.583333,0.75,0.088889,0.177966,0.333333,0.619048,0.148649,1,0
Low,0.288889,0.071429,0.105263,0.589744,0.736842,0.444444,0.75,0.866667,0.347458,0.724638,0.142857,0.775676,0,1
High,0.622222,1,0.815789,0.333333,0.236842,0.444444,0.5,0.044444,0.025424,0.376812,0.714286,0.337838,0,0
Moderate,0.511111,0.47619,0.736842,0.307692,0.368421,0.5,0.75,0.511111,0.29661,0.391304,0.285714,0.732432,0,1
High,0.711111,1,0.789474,0.307692,0.184211,0.388889,0.5,0.055556,0,0.15942,0.380952,0.081081,1,0
Moderate,0.277778,0.619048,0.631579,0.384615,0.5,0.555556,0.75,0.533333,0.220339,0.637681,0.47619,0.651351,1,1
High,0.811111,1,0.842105,0.25641,0.394737,0.527778,0.5,0,0,0.26087,0.47619,0.156757,0,1
Moderate,0.377778,0.595238,0.710526,0.410256,0.315789,0.555556,1,0.622222,0.372881,0.536232,0.428571,0.710811,1,0
High,0.744444,0.904762,0.815789,0.435897,0.263158,0.5,0.75,0.355556,0.364407,0.521739,0.47619,0.262162,1,1
Low,0.033333,0.404762,0.447368,0.538462,0.657895,0.444444,1,0.966667,0.932203,0.898551,0.142857,0.705405,1,1
Low,0.311111,0.190476,0.210526,0.666667,0.578947,0.333333,0.75,0.688889,0.525424,0.898551,0.095238,0.383784,1,1
High,0.477778,1,0.894737,0.487179,0.315789,0.416667,0.75,0.122222,0,0.304348,0.52381,0.318919,0,0
Low,0.166667,0,0.105263,0.538462,0.684211,0.861111,0.75,0.9,0.398305,0.782609,0.142857,0.983784,1,0
High,1,1,0.815789,0.410256,0.210526,0.666667,0.5,0,0.09322,0.318841,0.761905,0.078378,0,1
High,0.533333,1,0.894737,0.358974,0.394737,0.666667,0.5,0,0.076271,0.231884,0.761905,0.243243,1,0
High,0.555556,1,0.842105,0.384615,0.263158,0.472222,0.75,0.333333,0,0.391304,0.952381,0.072973,0,0
Moderate,0.455556,0.571429,0.763158,0.487179,0.447368,0.583333,0.5,0.477778,0.737288,0.608696,0.190476,0.645946,1,1
Moderate,0.444444,0.690476,0.763158,0.410256,0.447368,0.722222,0.75,0.366667,0.059322,0.42029,0.238095,0.389189,0,1
High,0.977778,1,0.789474,0.205128,0.236842,0.638889,0.5,0,0.110169,0.391304,0.571429,0.340541,0,1
High,0.222222,0.904762,0.842105,0.435897,0.184211,0.444444,1,0.188889,0.152542,0.347826,0.857143,0.151351,1,1
Moderate,0.455556,0.547619,0.710526,0.410256,0.368421,0.583333,0.75,0.533333,0.305085,0.637681,0.238095,0.194595,0,1
Low,0.211111,0.095238,0.157895,0.615385,0.473684,0.583333,1,1,0.372881,0.768116,0.238095,0.645946,0,0
High,0.844444,1,0.789474,0.410256,0.421053,0.5,0.5,0,0.118644,0.289855,1,0.262162,0,0
High,0.544444,1,0.789474,0.128205,0.421053,0.527778,0.75,0,0,0.318841,0.761905,0.12973,1,0
Low,0.544444,0.452381,0.684211,0.487179,0.394737,0.388889,0.75,0.544444,0.338983,0.666667,0.095238,0.481081,1,1
Moderate,0.3,0.833333,0.763158,0.25641,0.342105,0.666667,0.75,0.322222,0.694915,0.594203,0.190476,0.213514,0,1
Moderate,0.177778,0.642857,0.684211,0.384615,0.342105,0.527778,0.75,0.8,0.720339,0.710145,0.333333,0.459459,1,1
Moderate,0.633333,0.809524,0.710526,0.538462,0.131579,0.472222,0.75,0.422222,0.211864,0.478261,0.333333,0.548649,0,1
Moderate,0.133333,0.714286,0.763158,0.307692,0.289474,0.638889,1,0.811111,0.169492,0.565217,0.333333,0.364865,0,0
High,0.577778,1,0.763158,0.512821,0.315789,0.75,0.75,0.266667,0,0.318841,0.571429,0.335135,0,0
High,0.533333,1,0.868421,0.205128,0.210526,0.583333,0.75,0,0.09322,0.333333,0.571429,0.210811,0,1
Low,0.144444,0.309524,0.447368,0.641026,0.526316,0.638889,1,0.655556,0.466102,0.652174,0.238095,0.621622,1,0
High,0.4,1,0.842105,0.025641,0.473684,0.666667,0.75,0.033333,0.127119,0.246377,0.666667,0.089189,1,0
Moderate,0.555556,0.547619,0.736842,0.512821,0.473684,0.388889,0.75,0.455556,0.322034,0.637681,0.333333,0.532432,1,0
High,0.444444,1,0.868421,0.153846,0.342105,0.555556,0.75,0,0,0.15942,0.761905,0.137838,0,1
Low,0.411111,0.309524,0.447368,0.641026,0.710526,0.638889,0.75,0.755556,0.432203,0.884058,0.095238,0.8,1,0
Low,0.144444,0.309524,0.421053,0.666667,0.552632,0.722222,0.75,0.688889,0.381356,0.652174,0,0.402703,1,1
High,0.944444,1,0.842105,0.487179,0.368421,0.333333,0.5,0.366667,0.432203,0.449275,0.619048,0.164865,1,1
Low,0.344444,0.452381,0.710526,0.487179,0.447368,0.638889,0.75,0.6,0.194915,0.550725,0.095238,0.337838,0,0
High,0.544444,1,0.842105,0.102564,0.289474,0.611111,0.75,0.155556,0.076271,0.318841,0.761905,0.116216,1,1
High,0.433333,1,0.815789,0.358974,0.236842,0.416667,0.5,0,0,0.188406,0.619048,0.164865,0,0
High,0.444444,0.857143,0.815789,0.589744,0.289474,0.472222,0.75,0.188889,0.101695,0.507246,0.52381,0.324324,0,1
High,0.322222,0.880952,0.894737,0.307692,0.236842,0.555556,1,0.1,0.025424,0.318841,0.619048,0.102703,1,1
High,0.266667,1,0.789474,0.461538,0.289474,0.944444,0.5,0.055556,0.20339,0.391304,0.714286,0.421622,1,0
High,0.411111,1,0.736842,0.384615,0.315789,0.444444,0.5,0.188889,0.118644,0.318841,0.809524,0.067568,0,1
Low,0.255556,0.428571,0.473684,0.692308,0.473684,0.666667,0.75,0.7,0.338983,0.608696,0.095238,0.643243,1,1
Moderate,0.455556,0.833333,0.815789,0.358974,0.394737,0.5,0.75,0.211111,0.29661,0.507246,0.285714,0.148649,0,1
High,0.633333,1,0.815789,0.333333,0.236842,0.361111,0.5,0.011111,0.135593,0.26087,0.52381,0.091892,1,1
High,0.566667,1,0.894737,0.307692,0.289474,0.611111,0.75,0,0.228814,0.333333,0.52381,0.348649,1,0
Low,0.311111,0.333333,0.421053,0.641026,0.526316,0.388889,0.75,0.866667,0.245763,0.681159,0.190476,0.575676,0,1
Moderate,0.2,0.833333,0.894737,0.384615,0.289474,0.833333,0.75,0.5,0.067797,0.434783,0.238095,0.267568,0,0
High,0.533333,1,0.789474,0.410256,0.368421,0.388889,0.75,0.022222,0.067797,0.26087,0.809524,0.186486,0,0
Low,0.211111,0.071429,0.157895,0.487179,0.736842,0.527778,0.75,0.933333,0.415254,0.855072,0,0.883784,0,0
High,0.755556,1,0.894737,0.102564,0.289474,0.527778,0.75,0.033333,0,0.304348,0.428571,0.118919,0,0
Moderate,0.644444,0.833333,0.815789,0.25641,0.5,0.583333,0.5,0.355556,0.330508,0.405797,0.380952,0.259459,0,1
Moderate,0.377778,0.595238,0.736842,0.25641,0.394737,0.611111,0.75,0.611111,0.338983,0.550725,0.47619,0.591892,0,1
Moderate,0.411111,0.452381,0.710526,0.333333,0.631579,0.5,0.75,0.5,0.338983,0.521739,0.190476,0.543243,0,1
High,0.455556,1,0.789474,0.307692,0.342105,0.333333,0.75,0,0,0.188406,1,0.07027,1,1
High,0.766667,1,0.789474,0.128205,0.447368,0.416667,0.5,0.122222,0.110169,0.405797,0.380952,0.243243,1,0
Low,0.022222,0.071429,0.157895,0.666667,0.631579,0.555556,1,1,0.364407,0.84058,0,0.283784,1,0
High,0.433333,1,0.973684,0.384615,0.236842,0.888889,0.75,0.066667,0,0.188406,0.666667,0.043243,0,1
Moderate,0.4,0.785714,0.763158,0.384615,0.421053,0.583333,0.5,0.4,0.144068,0.434783,0.52381,0.221622,0,0
Low,0.433333,0.261905,0.473684,0.564103,0.578947,0.361111,0.75,0.744444,0.355932,0.681159,0.095238,0.389189,1,1
High,0.533333,1,0.842105,0.307692,0.263158,0.472222,0.75,0,0.042373,0.333333,0.380952,0.045946,0,1
Moderate,0.377778,0.904762,0.842105,0.358974,0.552632,0.666667,0.75,0.388889,0.440678,0.565217,0.47619,0.575676,1,1
High,0.511111,0.904762,0.842105,0.487179,0.052632,0.694444,0.75,0.544444,0.220339,0.478261,0.761905,0.283784,1,0
High,0.511111,1,0.815789,0.153846,0.289474,0.5,0.75,0,0,0.173913,0.904762,0.27027,0,1
Moderate,0.3,0.761905,0.815789,0.307692,0.263158,0.583333,0.75,0.422222,0.118644,0.434783,0.428571,0.310811,1,0
Moderate,0.477778,0.785714,0.815789,0.333333,0.421053,0.611111,0.75,0.433333,0.161017,0.304348,0.52381,0.32973,0,1
Moderate,0.388889,0.571429,0.789474,0.692308,0.394737,0.416667,0.75,0.744444,0.228814,0.608696,0.285714,0.521622,0,0
Moderate,0.755556,0.5,0.736842,0.461538,0.421053,0.5,0.75,0.633333,0.372881,0.637681,0.190476,0.256757,1,0
Moderate,0.122222,0.761905,0.710526,0.564103,0.5,0.694444,1,0.433333,0.771186,0.753623,0.52381,0.645946,1,0
Moderate,0.411111,0.595238,0.736842,0.615385,0.368421,0.638889,1,0.477778,0.228814,0.42029,0.285714,0.3,1,1
Moderate,0.133333,0.5,0.736842,0.435897,0.447368,0.638889,0.75,0.7,0.194915,0.594203,0.190476,0.272973,0,0
High,0.677778,1,0.868421,0.358974,0.157895,0.25,0.75,0,0,0.188406,0.619048,0.072973,0,1
Low,0.2,0.333333,0.5,0.641026,0.447368,0.638889,1,0.488889,0.508475,0.797101,0.142857,0.681081,1,1
High,0.688889,1,0.763158,0.307692,0.105263,0.333333,0.75,0.088889,0.016949,0.391304,0.571429,0.091892,0,0
Low,0.333333,0.285714,0.5,0.692308,0.421053,0.833333,0.75,0.888889,0.338983,0.753623,0.333333,0.589189,1,1
High,0.355556,0.857143,0.842105,0.487179,0.078947,0.833333,0.75,0.055556,0,0.318841,0.333333,0.275676,0,0
Moderate,0.355556,0.5,0.763158,0.410256,0.342105,0.416667,0.75,0.644444,0.211864,0.695652,0.380952,0.248649,0,0
High,0.566667,0.857143,0.789474,0.205128,0.315789,0.388889,0.75,0.166667,0.144068,0.405797,0.238095,0.408108,0,1
Low,0.266667,0.166667,0.052632,0.589744,0.605263,0.277778,0.75,0.744444,0.313559,0.666667,0.047619,0.432432,0,1
High,0.844444,0.97619,0.842105,0.384615,0.184211,0.527778,0.5,0.144444,0.305085,0.391304,0.285714,0.089189,1,0
High,0.511111,1,0.868421,0.282051,0.315789,0.444444,0.75,0,0,0.318841,0.666667,0.102703,0,0
High,0.677778,0.857143,0.763158,0.512821,0.342105,0.5,0.75,0.144444,0.110169,0.391304,0.47619,0.489189,0,0
High,0.511111,0.952381,0.868421,0.205128,0.342105,0.472222,0.5,0.1,0.144068,0.347826,0.428571,0.235135,0,1
High,0.7,1,0.868421,0.179487,0.342105,0.25,0.5,0,0,0.115942,0.666667,0.178378,1,0
Low,0.211111,0.166667,0.236842,0.769231,0.815789,0.638889,1,1,0.364407,0.811594,0.047619,0.832432,0,1
Moderate,0.288889,0.571429,0.710526,0.384615,0.5,0.777778,1,0.444444,0.228814,0.623188,0.142857,0.597297,0,0
Low,0.1,0.47619,0.684211,0.564103,0.5,0.666667,0.75,0.722222,0.288136,0.536232,0.047619,0.564865,1,1
Low,0.388889,0.166667,0.157895,0.641026,0.894737,0.416667,1,0.933333,0.330508,0.695652,0.285714,0.340541,1,1
High,0.422222,0.833333,0.842105,0.282051,0.473684,0.527778,0.75,0.077778,0.220339,0.594203,0.428571,0.494595,1,1
Low,0.222222,0.095238,0.184211,0.666667,0.605263,0.694444,1,0.9,0.449153,0.797101,0,0.837838,0,0
High,0.422222,0.928571,0.842105,0.25641,0.315789,0.527778,1,0.322222,0.254237,0.434783,0.47619,0.5,0,0
Low,0.022222,0.095238,0.105263,0.794872,0.684211,0.527778,0.75,1,0.389831,0.695652,0.285714,0.637838,1,1
High,0.5,0.904762,0.763158,0.410256,0.368421,0.805556,0.5,0.211111,0.084746,0.478261,0.285714,0.181081,0,0
Moderate,0.322222,0.595238,0.657895,0.461538,0.526316,0.388889,0.75,0.433333,0.711864,0.695652,0.190476,0.705405,1,1
Low,0.188889,0.380952,0.631579,0.358974,0.342105,0.944444,0.75,0.688889,0.347458,0.666667,0.190476,0.343243,1,1
High,0.388889,0.857143,0.842105,0.384615,0.421053,0.555556,0.75,0.255556,0.067797,0.42029,0.285714,0.116216,0,1
Low,0.266667,0.142857,0.210526,0.615385,0.763158,0.722222,0.75,0.8,0.449153,0.898551,0.047619,0.264865,0,1
High,0.711111,1,0.842105,0.358974,0.368421,0.5,0.75,0,0,0.275362,0.571429,0.062162,1,0
Low,0.433333,0.428571,0.447368,0.564103,0.763158,0.444444,0.75,0.866667,0.474576,0.623188,0.095238,0.383784,1,1
High,0.488889,1,0.894737,0.307692,0.289474,0.722222,0.75,0,0,0.26087,1,0.056757,0,1
Moderate,0.633333,0.809524,0.736842,0.384615,0.342105,0.555556,0.75,0.2,0.313559,0.536232,0.619048,0.551351,0,0
Moderate,0.455556,0.785714,0.763158,0.410256,0.342105,0.527778,0.5,0.522222,0.177966,0.434783,0.333333,0.283784,0,0
Low,0.366667,0.333333,0.5,0.641026,0.657895,0.666667,0.75,0.822222,0.457627,0.666667,0.238095,0.248649,1,1
High,0.388889,1,0.789474,0.589744,0.236842,0.527778,0.5,0.044444,0.254237,0.333333,0.714286,0.424324,1,0
Low,0.6,0.5,0.578947,0.358974,0.526316,0.194444,0.75,0.733333,0.313559,0.521739,0.285714,0.656757,0,1
High,0.555556,1,0.894737,0.333333,0.236842,0.277778,0.75,0.155556,0,0.318841,0.761905,0.089189,0,1
Low,0.244444,0.285714,0.368421,0.666667,0.842105,0.611111,0.75,0.744444,0.542373,0.57971,0.142857,0.52973,1,0
High,0.744444,0.952381,0.789474,0.461538,0.210526,0.416667,0.5,0.322222,0.084746,0.347826,0.714286,0.186486,0,1
High,0.744444,1,0.868421,0,0.315789,0.444444,0.75,0,0.067797,0.246377,1,0.210811,1,0
Low,0.288889,0.142857,0.105263,0.564103,0.710526,0.555556,1,1,0.491525,0.913043,0.047619,0.689189,1,1
Low,0.277778,0.238095,0.342105,0.641026,0.684211,0.444444,0.75,0.533333,0.211864,0.695652,0.095238,0.345946,0,1
High,0.588889,1,0.842105,0.282051,0.315789,0.333333,0.75,0,0.025424,0.405797,0.714286,0.213514,1,1
Moderate,0.5,0.52381,0.736842,0.179487,0.631579,0.416667,0.75,0.7,0.288136,0.594203,0.142857,0.508108,0,1
High,0.622222,1,0.789474,0.358974,0.315789,0.611111,0.75,0,0.161017,0.26087,0.761905,0.367568,1,0
High,0.466667,1,0.842105,0.307692,0.394737,0.416667,0.5,0.066667,0,0.15942,0.571429,0.237838,0,0
Low,0.166667,0.309524,0.5,0.74359,0.631579,0.777778,1,0.888889,0.533898,0.507246,0.285714,0.808108,1,1
Low,0.088889,0.166667,0.184211,0.74359,0.5,0.527778,0.75,0.988889,0.474576,0.797101,0,0.364865,1,1
Moderate,0.544444,0.785714,0.763158,0.410256,0.236842,0.666667,0.75,0.377778,0.245763,0.57971,0.285714,0.545946,0,0
Low,0.355556,0.452381,0.657895,0.615385,0.631579,0.5,0.75,0.555556,0.483051,0.637681,0.380952,0.275676,0,1
Low,0.2,0.309524,0.447368,0.74359,0.710526,0.583333,0.75,0.8,0.542373,0.666667,0.095238,0.340541,1,0
High,0.288889,0.97619,0.842105,0.512821,0.368421,0.555556,0.75,0.133333,0,0.405797,0.619048,0.37027,0,0
Low,0.188889,0.190476,0.184211,0.820513,0.789474,0.722222,1,0.655556,0.415254,0.869565,0.238095,0.854054,1,1
High,0.655556,1,0.815789,0.230769,0.289474,0.5,0.75,0,0,0.289855,0.809524,0.108108,1,1
Moderate,0.477778,0.595238,0.763158,0.512821,0.447368,0.555556,0.75,0.422222,0.330508,0.594203,0.428571,0.22973,1,1
High,0.677778,1,0.842105,0.205128,0.421053,0.472222,0.5,0,0.059322,0.15942,0.666667,0.059459,0,1
Low,0.444444,0.452381,0.657895,0.538462,0.710526,0.472222,1,0.6,0.372881,0.594203,0.142857,0.821622,0,1
Moderate,0.411111,0.904762,0.763158,0.564103,0.473684,0.722222,0.75,0.277778,0.09322,0.362319,0.47619,0.143243,0,0
High,0.577778,0.857143,0.868421,0.641026,0.526316,0.527778,1,0.122222,0.194915,0.449275,0.761905,0.240541,0,0
Moderate,0.588889,0.785714,0.789474,0.410256,0.184211,0.583333,0.5,0.6,0.008475,0.304348,0.619048,0.416216,0,1
Moderate,0.533333,0.571429,0.657895,0.487179,0.421053,0.555556,0.75,0.422222,0.610169,0.710145,0.238095,0.621622,0,1
Low,0.077778,0.166667,0.078947,0.461538,0.578947,0.611111,0.75,0.733333,0.144068,0.681159,0.190476,0.759459,0,1
High,0.333333,0.880952,0.894737,0.384615,0.184211,0.916667,0.75,0.288889,0.220339,0.449275,0.666667,0.235135,1,0
Low,0.377778,0.333333,0.473684,0.692308,0.763158,0.75,0.75,0.688889,0.389831,0.826087,0.238095,0.381081,0,0
Low,0.155556,0.333333,0.342105,0.615385,0.631579,0.555556,0.75,0.622222,0.491525,0.884058,0.095238,0.751351,0,1
High,0.822222,0.97619,0.868421,0.410256,0.394737,0.694444,0.75,0.088889,0.076271,0.449275,0.52381,0.213514,1,0
Moderate,0.4,0.809524,0.684211,0.384615,0.342105,0.694444,0.75,0.444444,0.491525,0.666667,0.285714,0.197297,1,0
High,0.644444,1,0.868421,0.410256,0.421053,0.333333,0.75,0.055556,0.09322,0.246377,0.904762,0.343243,0,0
High,0.822222,1,0.736842,0.153846,0.315789,0.555556,0.75,0.022222,0.135593,0.318841,0.619048,0.278378,0,0
High,0.4,1,0.736842,0.384615,0.315789,0.611111,0.75,0,0,0.405797,0.761905,0.17027,0,0
Moderate,0.388889,0.761905,0.789474,0.487179,0.447368,0.583333,0.75,0.5,0.177966,0.550725,0.285714,0.313514,0,1
Moderate,0.188889,0.571429,0.789474,0.461538,0.447368,0.75,1,0.644444,0.076271,0.521739,0.333333,0.651351,1,1
High,0.522222,1,0.921053,0.333333,0.184211,0.583333,0.5,0,0,0.217391,0.714286,0.105405,0,1
Low,0.555556,0.309524,0.421053,0.512821,0.473684,0.222222,0.75,0.722222,0.29661,0.623188,0,0.248649,1,1
Moderate,0.522222,0.642857,0.763158,0.435897,0.631579,0.333333,0.5,0.633333,0.491525,0.652174,0.142857,0.389189,1,1
Moderate,0.466667,0.571429,0.763158,0.230769,0.368421,0.416667,0.75,0.411111,0.279661,0.507246,0.52381,0.510811,1,1
High,0.755556,1,0.868421,0.358974,0.210526,0.722222,0.5,0,0.033898,0.231884,1,0.254054,0,0
Moderate,0.266667,0.595238,0.684211,0.512821,0.447368,0.694444,0.75,0.477778,0.330508,0.565217,0.333333,0.316216,1,0
High,0.533333,1,0.894737,0.435897,0.157895,0.583333,0.75,0,0,0.318841,0.666667,0.083784,0,0
High,0.522222,0.904762,0.868421,0.307692,0.342105,0.555556,0.5,0.266667,0.186441,0.391304,0.571429,0.183784,0,0
High,0.633333,0.97619,0.868421,0.282051,0.315789,0.361111,0.75,0.311111,0,0.289855,0.714286,0.335135,1,1
High,0.488889,1,0.763158,0.307692,0.315789,0.333333,0.75,0.222222,0.033898,0.318841,0.428571,0.248649,0,0
Moderate,0.622222,0.714286,0.815789,0.358974,0.342105,0.638889,0.75,0.377778,0.177966,0.565217,0.333333,0.516216,0,1
High,0.311111,1,0.868421,0.461538,0.447368,0.805556,0.5,0,0,0.188406,0.571429,0.345946,0,1
High,0.744444,1,0.868421,0.282051,0.368421,0.555556,0.75,0,0,0.231884,0.857143,0.137838,0,0
High,0.666667,1,0.657895,0.384615,0.421053,0.416667,0.5,0,0.050847,0.362319,0.619048,0.056757,0,0
Low,0.155556,0.142857,0.052632,0.641026,0.631579,0.583333,0.75,0.977778,0.516949,0.695652,0.095238,0.902703,1,0
Moderate,0.2,0.904762,0.842105,0.384615,0.447368,0.722222,1,0.422222,0,0.275362,0.428571,0.164865,0,0
Low,0.222222,0.404762,0.710526,0.589744,0.5,0.611111,1,0.622222,0.711864,0.652174,0.238095,0.451351,0,0
High,0.588889,1,0.789474,0.410256,0.289474,0.5,0.75,0.1,0,0.318841,0.52381,0.427027,1,0
Moderate,0.444444,0.642857,0.710526,0.461538,0.473684,0.472222,0.75,0.488889,0.550847,0.623188,0.285714,0.375676,1,1
Moderate,0.411111,0.571429,0.631579,0.230769,0.368421,0.472222,0.5,0.388889,0.211864,0.594203,0.142857,0.408108,1,0
High,0.533333,0.952381,0.842105,0.512821,0.394737,0.5,0.5,0.022222,0.110169,0.347826,0.666667,0.343243,0,0
Moderate,0.177778,0.547619,0.684211,0.307692,0.5,0.416667,0.75,0.5,0.491525,0.710145,0.285714,0.475676,1,1
Low,0.277778,0.190476,0.105263,0.692308,0.5,0.694444,1,0.744444,0.440678,0.782609,0.285714,0.956757,0,1
High,0.577778,1,0.921053,0.333333,0.473684,0.25,0.75,0.011111,0.161017,0.289855,0.761905,0.132432,1,1
High,0.555556,1,0.868421,0.410256,0.368421,0.666667,0.75,0.066667,0.110169,0.405797,0.761905,0.059459,0,1
High,0.9,1,0.842105,0.282051,0.447368,0.333333,0.75,0,0,0.217391,0.666667,0.091892,0,0
Low,0.044444,0.333333,0.447368,0.769231,0.631579,0.666667,1,1,0.661017,0.753623,0.190476,0.840541,1,0
High,0.533333,1,0.921053,0.25641,0.263158,0.583333,0.75,0,0,0.246377,0.47619,0.137838,0,0
High,0.622222,0.904762,0.763158,0.538462,0.236842,0.472222,0.75,0.133333,0.127119,0.478261,0.666667,0.424324,0,0
Moderate,0.466667,0.666667,0.710526,0.384615,0.368421,0.416667,0.75,0.644444,0.322034,0.536232,0.380952,0.305405,1,0
High,0.466667,1,0.763158,0.282051,0.368421,0.583333,0.75,0.044444,0,0.275362,1,0.267568,1,1
High,0.788889,1,0.842105,0.512821,0.263158,0.722222,0.75,0.377778,0,0.304348,0.761905,0.140541,0,0
Moderate,0.4,0.833333,0.815789,0.435897,0.263158,0.666667,0.75,0.333333,0,0.565217,0.52381,0.118919,0,1
High,0.666667,1,0.815789,0.179487,0.368421,0.388889,0.5,0,0,0.391304,0.47619,0.286486,0,0
